product_id,name,category,calories,protein_g,carbs_g,fiber_g,fat_g,sugar_g,sodium_mg,sat_fat_g,has_high_fructose_corn_syrup,has_hydrogenated_oils,has_artificial_sweeteners,has_artificial_colors,has_healthy_evoo_oil,health_score,nutriscore_grade
PROD_00145,Condiment #145,Condiments & Sauces,67.0,1.4,16.4,0.4,15.1,2.0,1282.1,1.4,0,0,0,0,0,3.51,D
PROD_00146,Processed Snack #146,Processed Snacks & Sweets,237.0,5.9,49.9,0.6,8.8,36.6,578.4,8.8,1,1,0,1,0,1.0,E
PROD_00147,Beverage Item #147,Beverages & Drinks,83.9,1.5,39.7,0.1,0.2,5.4,82.6,0.0,0,0,1,1,0,1.0,E
PROD_00148,Superfood Oil/Nut #148,Superfoods & Healthy Oils,276.2,6.3,0.1,0.1,14.7,0.1,48.0,2.4,0,0,0,0,1,4.74,D
PROD_00149,Lean Protein #149,Lean Proteins & Poultry,155.1,23.1,2.4,0.1,6.6,1.8,258.3,2.3,0,0,0,0,1,7.41,B
PROD_00150,Condiment #150,Condiments & Sauces,86.3,0.9,22.2,1.4,4.3,4.3,437.0,2.7,0,0,0,0,0,2.57,E
PROD_00151,Superfood Oil/Nut #151,Superfoods & Healthy Oils,207.0,6.1,1.8,1.8,23.5,1.1,9.0,1.2,0,0,0,0,1,6.39,C
PROD_00152,Superfood Oil/Nut #152,Superfoods & Healthy Oils,270.0,1.3,1.3,0.7,23.1,1.3,10.7,2.5,0,0,0,0,1,8.22,A
PROD_00153,Condiment #153,Condiments & Sauces,71.5,0.8,27.0,1.1,11.0,3.9,381.9,0.3,0,0,0,1,0,1.91,E
PROD_00154,Processed Snack #154,Processed Snacks & Sweets,547.1,1.5,48.1,2.5,12.5,30.3,626.5,8.4,1,1,0,1,0,1.0,E
PROD_00155,Prepared Meal #155,Fast Food & Prepared Meals,858.8,33.8,85.0,1.5,44.7,17.7,1365.8,14.6,0,0,0,0,0,5.75,C
PROD_00156,Nutrition Shake/Supplement #156,Dietary Supplements & Shakes,295.0,32.8,11.6,3.9,6.7,0.5,235.9,1.2,0,0,1,0,0,6.56,B
PROD_00157,Beverage Item #157,Beverages & Drinks,122.4,1.4,6.2,0.1,0.7,2.9,63.5,0.0,0,0,0,1,0,3.88,D
PROD_00158,Processed Snack #158,Processed Snacks & Sweets,220.5,2.7,65.3,2.3,25.3,29.1,436.1,3.9,1,0,1,1,0,1.0,E
PROD_00159,Superfood Oil/Nut #159,Superfoods & Healthy Oils,269.3,6.1,3.4,3.2,24.1,0.2,20.5,3.5,0,0,0,0,1,5.42,C
PROD_00160,Grain/Legume #160,Whole Grains & Legumes,170.6,10.3,38.4,5.3,1.1,4.2,58.2,0.6,0,0,0,0,0,5.32,C
PROD_00161,Grain/Legume #161,Whole Grains & Legumes,142.3,16.2,34.0,9.1,2.8,2.7,89.9,0.9,0,0,0,0,0,7.83,B
PROD_00162,Dairy Product #162,Dairy & Cheese,238.9,14.3,13.7,0.0,25.2,4.2,412.2,4.3,0,0,0,0,0,6.05,C
PROD_00163,Condiment #163,Condiments & Sauces,24.4,0.6,10.6,0.4,16.3,7.7,526.3,2.3,1,0,1,0,1,1.0,E
PROD_00164,Fresh Produce Item #164,Whole Foods & Produce,98.3,0.8,9.7,6.4,1.1,3.7,44.7,0.2,0,0,0,0,0,6.6,B
PROD_00165,Condiment #165,Condiments & Sauces,57.9,1.5,34.4,0.4,11.8,6.3,878.4,1.4,0,0,0,1,1,1.0,E
PROD_00166,Dairy Product #166,Dairy & Cheese,298.8,16.4,17.7,0.0,9.6,7.7,371.0,9.6,0,0,0,0,0,6.02,C
PROD_00167,Lean Protein #167,Lean Proteins & Poultry,177.9,24.1,4.7,0.8,8.5,0.9,214.7,2.5,0,0,0,0,0,8.51,A
PROD_00168,Nutrition Shake/Supplement #168,Dietary Supplements & Shakes,315.2,38.8,13.9,3.4,8.0,6.8,277.5,2.0,1,0,1,0,0,5.25,C
PROD_00169,Beverage Item #169,Beverages & Drinks,208.9,0.5,27.1,0.5,0.8,1.5,17.2,0.0,1,0,0,0,0,1.66,E
PROD_00170,Beverage Item #170,Beverages & Drinks,108.4,0.8,5.6,0.2,0.2,5.6,20.3,0.0,1,0,0,1,0,2.0,E
PROD_00171,Condiment #171,Condiments & Sauces,146.7,0.8,32.2,0.8,2.8,19.8,1151.9,1.0,0,0,0,0,1,1.0,E
PROD_00172,Grain/Legume #172,Whole Grains & Legumes,291.2,15.8,37.5,13.8,4.9,4.4,27.9,0.8,0,0,0,0,0,8.82,A
PROD_00173,Fresh Produce Item #173,Whole Foods & Produce,64.7,3.9,18.4,5.8,0.4,13.5,24.2,0.1,0,0,0,0,1,5.92,C
PROD_00174,Superfood Oil/Nut #174,Superfoods & Healthy Oils,251.7,2.7,3.0,3.0,16.1,0.6,45.9,1.3,0,0,0,0,1,9.41,A
PROD_00175,Superfood Oil/Nut #175,Superfoods & Healthy Oils,195.4,7.6,3.7,1.8,18.9,1.7,16.8,1.5,0,0,0,0,1,6.29,C
PROD_00176,Fresh Produce Item #176,Whole Foods & Produce,47.8,1.0,12.0,4.7,1.5,10.5,32.9,0.2,0,0,0,0,0,4.69,D
PROD_00177,Processed Snack #177,Processed Snacks & Sweets,210.9,4.7,34.8,1.3,8.1,34.5,258.6,8.1,0,1,1,1,0,1.0,E
PROD_00178,Grain/Legume #178,Whole Grains & Legumes,137.3,9.6,51.1,15.3,4.5,3.9,158.7,0.7,0,0,0,0,0,7.15,B
